site_id,distance_km,coast_distance_km,polarization_code,polarization_label,time_percentage,basic_transmission_loss_db,path_gain_linear
E3_SITE_16,2.29128784747654,5,1,H,0.1,116.419320055812,2.28069911699735e-12
E3_SITE_16,2.29128784747654,5,1,H,0.01,115.886906227883,2.57815709794709e-12
E3_SITE_16,2.29128784747654,5,1,H,0.005,115.726632659068,2.67507975166939e-12
E3_SITE_16,2.29128784747654,5,2,V,50,117.856284606679,1.63821741862915e-12
E3_SITE_16,2.29128784747654,5,2,V,20,117.608220398658,1.73451460134289e-12
E3_SITE_16,2.29128784747654,5,2,V,10,117.478426766875,1.7871348477676e-12
E3_SITE_16,2.29128784747654,5,2,V,1,116.951732388245,2.01756140368069e-12
E3_SITE_16,2.29128784747654,5,2,V,0.1,116.419320055812,2.28069911699735e-12
E3_SITE_16,2.29128784747654,5,2,V,0.01,115.886906227883,2.57815709794709e-12
E3_SITE_16,2.29128784747654,5,2,V,0.005,115.726632659068,2.67507975166939e-12
E3_SITE_16,2.29128784747654,50,1,H,50,117.856284606679,1.63821741862915e-12
E3_SITE_16,2.29128784747654,50,1,H,20,117.608220398658,1.73451460134289e-12
E3_SITE_16,2.29128784747654,50,1,H,10,117.478426766875,1.7871348477676e-12
E3_SITE_16,2.29128784747654,50,1,H,1,116.951732388245,2.01756140368069e-12
E3_SITE_16,2.29128784747654,50,1,H,0.1,116.419320055812,2.28069911699735e-12
E3_SITE_16,2.29128784747654,50,1,H,0.01,115.886906227883,2.57815709794709e-12
E3_SITE_16,2.29128784747654,50,1,H,0.005,115.726632659068,2.67507975166939e-12
E3_SITE_16,2.29128784747654,50,2,V,50,117.856284606679,1.63821741862915e-12
E3_SITE_16,2.29128784747654,50,2,V,20,117.608220398658,1.73451460134289e-12
E3_SITE_16,2.29128784747654,50,2,V,10,117.478426766875,1.7871348477676e-12
E3_SITE_16,2.29128784747654,50,2,V,1,116.951732388245,2.01756140368069e-12
E3_SITE_16,2.29128784747654,50,2,V,0.1,116.419320055812,2.28069911699735e-12
E3_SITE_16,2.29128784747654,50,2,V,0.01,115.886906227883,2.57815709794709e-12
E3_SITE_16,2.29128784747654,50,2,V,0.005,115.726632659068,2.67507975166939e-12
E3_SITE_16,2.29128784747654,200,1,H,50,117.856284606679,1.63821741862915e-12
E3_SITE_16,2.29128784747654,200,1,H,20,117.608220398658,1.73451460134289e-12
E3_SITE_16,2.29128784747654,200,1,H,10,117.478426766875,1.7871348477676e-12
E3_SITE_16,2.29128784747654,200,1,H,1,116.951732388245,2.01756140368069e-12
E3_SITE_16,2.29128784747654,200,1,H,0.1,116.419320055812,2.28069911699735e-12
E3_SITE_16,2.29128784747654,200,1,H,0.01,115.886906227883,2.57815709794709e-12
E3_SITE_16,2.29128784747654,200,1,H,0.005,115.726632659068,2.67507975166939e-12
E3_SITE_16,2.29128784747654,200,2,V,50,117.856284606679,1.63821741862915e-12
E3_SITE_16,2.29128784747654,200,2,V,20,117.608220398658,1.73451460134289e-12
E3_SITE_16,2.29128784747654,200,2,V,10,117.478426766875,1.7871348477676e-12
E3_SITE_16,2.29128784747654,200,2,V,1,116.951732388245,2.01756140368069e-12
E3_SITE_16,2.29128784747654,200,2,V,0.1,116.419320055812,2.28069911699735e-12
E3_SITE_16,2.29128784747654,200,2,V,0.01,115.886906227883,2.57815709794709e-12
E3_SITE_16,2.29128784747654,200,2,V,0.005,115.726632659068,2.67507975166939e-12
E3_SITE_17,2.64575131106423,5,1,H,50,162.183591456292,6.04840486952659e-17
E3_SITE_17,2.64575131106423,5,1,H,20,161.940123993172,6.39716571004807e-17
E3_SITE_17,2.64575131106423,5,1,H,10,161.757739594946,6.67153917466136e-17
E3_SITE_17,2.64575131106423,5,1,H,1,161.164725964078,7.64763942835159e-17
E3_SITE_17,2.64575131106423,5,1,H,0.1,160.572207459625,8.76555166855824e-17
E3_SITE_17,2.64575131106423,5,1,H,0.01,159.979677861568,1.00469031053404e-16
E3_SITE_17,2.64575131106423,5,1,H,0.005,159.801301127382,1.04681487988067e-16
E3_SITE_17,2.64575131106423,5,2,V,50,162.183591456292,6.04840486952659e-17
E3_SITE_17,2.64575131106423,5,2,V,20,161.940123993172,6.39716571004807e-17
E3_SITE_17,2.64575131106423,5,2,V,10,161.757739594946,6.67153917466136e-17
E3_SITE_17,2.64575131106423,5,2,V,1,161.164725964078,7.64763942835159e-17
E3_SITE_17,2.64575131106423,5,2,V,0.1,160.572207459625,8.76555166855824e-17
E3_SITE_17,2.64575131106423,5,2,V,0.01,159.979677861568,1.00469031053404e-16
E3_SITE_17,2.64575131106423,5,2,V,0.005,159.801301127382,1.04681487988067e-16
E3_SITE_17,2.64575131106423,50,1,H,50,162.183591456292,6.04840486952659e-17
E3_SITE_17,2.64575131106423,50,1,H,20,161.940123993172,6.39716571004807e-17
E3_SITE_17,2.64575131106423,50,1,H,10,161.757739594946,6.67153917466136e-17
E3_SITE_17,2.64575131106423,50,1,H,1,161.164725964078,7.64763942835159e-17
E3_SITE_17,2.64575131106423,50,1,H,0.1,160.572207459625,8.76555166855824e-17
E3_SITE_17,2.64575131106423,50,1,H,0.01,159.979677861568,1.00469031053404e-16
E3_SITE_17,2.64575131106423,50,1,H,0.005,159.801301127382,1.04681487988067e-16
E3_SITE_17,2.64575131106423,50,2,V,50,162.183591456292,6.04840486952659e-17
E3_SITE_17,2.64575131106423,50,2,V,20,161.940123993172,6.39716571004807e-17
E3_SITE_17,2.64575131106423,50,2,V,10,161.757739594946,6.67153917466136e-17
E3_SITE_17,2.64575131106423,50,2,V,1,161.164725964078,7.64763942835159e-17
E3_SITE_17,2.64575131106423,50,2,V,0.1,160.572207459625,8.76555166855824e-17
E3_SITE_17,2.64575131106423,50,2,V,0.01,159.979677861568,1.00469031053404e-16
E3_SITE_17,2.64575131106423,50,2,V,0.005,159.801301127382,1.04681487988067e-16
E3_SITE_17,2.64575131106423,200,1,H,50,162.183591456292,6.04840486952659e-17
E3_SITE_17,2.64575131106423,200,1,H,20,161.940123993172,6.39716571004807e-17
E3_SITE_17,2.64575131106423,200,1,H,10,161.757739594946,6.67153917466136e-17
E3_SITE_17,2.64575131106423,200,1,H,1,161.164725964078,7.64763942835159e-17
E3_SITE_17,2.64575131106423,200,1,H,0.1,160.572207459625,8.76555166855824e-17
E3_SITE_17,2.64575131106423,200,1,H,0.01,159.979677861568,1.00469031053404e-16
E3_SITE_17,2.64575131106423,200,1,H,0.005,159.801301127382,1.04681487988067e-16
E3_SITE_17,2.64575131106423,200,2,V,50,162.183591456292,6.04840486952659e-17
E3_SITE_17,2.64575131106423,200,2,V,20,161.940123993172,6.39716571004807e-17
E3_SITE_17,2.64575131106423,200,2,V,10,161.757739594946,6.67153917466136e-17
E3_SITE_17,2.64575131106423,200,2,V,1,161.164725964078,7.64763942835159e-17
E3_SITE_17,2.64575131106423,200,2,V,0.1,160.572207459625,8.76555166855824e-17
E3_SITE_17,2.64575131106423,200,2,V,0.01,159.979677861568,1.00469031053404e-16
E3_SITE_17,2.64575131106423,200,2,V,0.005,159.801301127382,1.04681487988067e-16
E3_SITE_18,2.2912878474776,5,1,H,50,117.863252559341,1.6355911202325e-12
E3_SITE_18,2.2912878474776,5,1,H,20,117.615188351318,1.73173392469782e-12
E3_SITE_18,2.2912878474776,5,1,H,10,117.485394719533,1.78426981329238e-12
E3_SITE_18,2.2912878474776,5,1,H,1,116.958700340829,2.01432696229369e-12
E3_SITE_18,2.2912878474776,5,1,H,0.1,116.426288007663,2.27704282835762e-12
E3_SITE_18,2.2912878474776,5,1,H,0.01,115.89387417421,2.57402394466484e-12
E3_SITE_18,2.2912878474776,5,1,H,0.005,115.73360060041,2.6707912206242e-12
E3_SITE_18,2.2912878474776,5,2,V,50,117.863252559341,1.6355911202325e-12
E3_SITE_18,2.2912878474776,5,2,V,20,117.615188351318,1.73173392469782e-12
E3_SITE_18,2.2912878474776,5,2,V,10,117.485394719533,1.78426981329238e-12
E3_SITE_18,2.2912878474776,5,2,V,1,116.958700340829,2.01432696229369e-12
E3_SITE_18,2.2912878474776,5,2,V,0.1,116.426288007663,2.27704282835762e-12
E3_SITE_18,2.2912878474776,5,2,V,0.01,115.89387417421,2.57402394466484e-12
E3_SITE_18,2.2912878474776,5,2,V,0.005,115.73360060041,2.6707912206242e-12
E3_SITE_18,2.2912878474776,50,1,H,50,117.863252559341,1.6355911202325e-12
E3_SITE_18,2.2912878474776,50,1,H,20,117.615188351318,1.73173392469782e-12
E3_SITE_18,2.2912878474776,50,1,H,10,117.485394719533,1.78426981329238e-12
E3_SITE_18,2.2912878474776,50,1,H,1,116.958700340829,2.01432696229369e-12
E3_SITE_18,2.2912878474776,50,1,H,0.1,116.426288007663,2.27704282835762e-12
E3_SITE_18,2.2912878474776,50,1,H,0.01,115.89387417421,2.57402394466484e-12
E3_SITE_18,2.2912878474776,50,1,H,0.005,115.73360060041,2.6707912206242e-12
E3_SITE_18,2.2912878474776,50,2,V,50,117.863252559341,1.6355911202325e-12
E3_SITE_18,2.2912878474776,50,2,V,20,117.615188351318,1.73173392469782e-12
E3_SITE_18,2.2912878474776,50,2,V,10,117.485394719533,1.78426981329238e-12
E3_SITE_18,2.2912878474776,50,2,V,1,116.958700340829,2.01432696229369e-12
E3_SITE_18,2.2912878474776,50,2,V,0.1,116.426288007663,2.27704282835762e-12
E3_SITE_18,2.2912878474776,50,2,V,0.01,115.89387417421,2.57402394466484e-12
E3_SITE_18,2.2912878474776,50,2,V,0.005,115.73360060041,2.6707912206242e-12
E3_SITE_18,2.2912878474776,200,1,H,50,117.863252559341,1.6355911202325e-12
E3_SITE_18,2.2912878474776,200,1,H,20,117.615188351318,1.73173392469782e-12
E3_SITE_18,2.2912878474776,200,1,H,10,117.485394719533,1.78426981329238e-12
E3_SITE_18,2.2912878474776,200,1,H,1,116.958700340829,2.01432696229369e-12
E3_SITE_18,2.2912878474776,200,1,H,0.1,116.426288007663,2.27704282835762e-12
E3_SITE_18,2.2912878474776,200,1,H,0.01,115.89387417421,2.57402394466484e-12
E3_SITE_18,2.2912878474776,200,1,H,0.005,115.73360060041,2.6707912206242e-12
E3_SITE_18,2.2912878474776,200,2,V,50,117.863252559341,1.6355911202325e-12
E3_SITE_18,2.2912878474776,200,2,V,20,117.615188351318,1.73173392469782e-12
E3_SITE_18,2.2912878474776,200,2,V,10,117.485394719533,1.78426981329238e-12
E3_SITE_18,2.2912878474776,200,2,V,1,116.958700340829,2.01432696229369e-12
E3_SITE_18,2.2912878474776,200,2,V,0.1,116.426288007663,2.27704282835762e-12
E3_SITE_18,2.2912878474776,200,2,V,0.01,115.89387417421,2.57402394466484e-12
E3_SITE_18,2.2912878474776,200,2,V,0.005,115.73360060041,2.6707912206242e-12
E3_SITE_19,1.99999999999875,5,1,H,50,116.68059257543,2.14753743224447e-12
E3_SITE_19,1.99999999999875,5,1,H,20,116.461273131842,2.25877351496491e-12
E3_SITE_19,1.99999999999875,5,1,H,10,116.346519506734,2.31925258499733e-12
E3_SITE_19,1.99999999999875,5,1,H,1,115.879867915596,2.58233872754871e-12
E3_SITE_19,1.99999999999875,5,1,H,0.1,115.408567625315,2.87834758461134e-12
E3_SITE_19,1.99999999999875,5,1,H,0.01,114.937265655311,3.20828864695486e-12
E3_SITE_19,1.99999999999875,5,1,H,0.005,114.795388439828,3.31482920131189e-12
E3_SITE_19,1.99999999999875,5,2,V,50,116.68059257543,2.14753743224447e-12
E3_SITE_19,1.99999999999875,5,2,V,20,116.461273131842,2.25877351496491e-12
E3_SITE_19,1.99999999999875,5,2,V,10,116.346519506734,2.31925258499733e-12
E3_SITE_19,1.99999999999875,5,2,V,1,115.879867915596,2.58233872754871e-12
E3_SITE_19,1.99999999999875,5,2,V,0.1,115.408567625315,2.87834758461134e-12
E3_SITE_19,1.99999999999875,5,2,V,0.01,114.937265655311,3.20828864695486e-12
E3_SITE_19,1.99999999999875,5,2,V,0.005,114.795388439828,3.31482920131189e-12
E3_SITE_19,1.99999999999875,50,1,H,50,116.68059257543,2.14753743224447e-12
E3_SITE_19,1.99999999999875,50,1,H,20,116.461273131842,2.25877351496491e-12
E3_SITE_19,1.99999999999875,50,1,H,10,116.346519506734,2.31925258499733e-12
E3_SITE_19,1.99999999999875,50,1,H,1,115.879867915596,2.58233872754871e-12
E3_SITE_19,1.99999999999875,50,1,H,0.1,115.408567625315,2.87834758461134e-12
E3_SITE_19,1.99999999999875,50,1,H,0.01,114.937265655311,3.20828864695486e-12
E3_SITE_19,1.99999999999875,50,1,H,0.005,114.795388439828,3.31482920131189e-12
E3_SITE_19,1.99999999999875,50,2,V,50,116.68059257543,2.14753743224447e-12
E3_SITE_19,1.99999999999875,50,2,V,20,116.461273131842,2.25877351496491e-12
E3_SITE_19,1.99999999999875,50,2,V,10,116.346519506734,2.31925258499733e-12
E3_SITE_19,1.99999999999875,50,2,V,1,115.879867915596,2.58233872754871e-12
E3_SITE_19,1.99999999999875,50,2,V,0.1,115.408567625315,2.87834758461134e-12
E3_SITE_19,1.99999999999875,50,2,V,0.01,114.937265655311,3.20828864695486e-12
E3_SITE_19,1.99999999999875,50,2,V,0.005,114.795388439828,3.31482920131189e-12
E3_SITE_19,1.99999999999875,200,1,H,50,116.68059257543,2.14753743224447e-12
E3_SITE_19,1.99999999999875,200,1,H,20,116.461273131842,2.25877351496491e-12
E3_SITE_19,1.99999999999875,200,1,H,10,116.346519506734,2.31925258499733e-12
E3_SITE_19,1.99999999999875,200,1,H,1,115.879867915596,2.58233872754871e-12
E3_SITE_19,1.99999999999875,200,1,H,0.1,115.408567625315,2.87834758461134e-12
E3_SITE_19,1.99999999999875,200,1,H,0.01,114.937265655311,3.20828864695486e-12
E3_SITE_19,1.99999999999875,200,1,H,0.005,114.795388439828,3.31482920131189e-12
E3_SITE_19,1.99999999999875,200,2,V,50,116.68059257543,2.14753743224447e-12
E3_SITE_19,1.99999999999875,200,2,V,20,116.461273131842,2.25877351496491e-12
E3_SITE_19,1.99999999999875,200,2,V,10,116.346519506734,2.31925258499733e-12
E3_SITE_19,1.99999999999875,200,2,V,1,115.879867915596,2.58233872754871e-12
E3_SITE_19,1.99999999999875,200,2,V,0.1,115.408567625315,2.87834758461134e-12
E3_SITE_19,1.99999999999875,200,2,V,0.01,114.937265655311,3.20828864695486e-12
E3_SITE_19,1.99999999999875,200,2,V,0.005,114.795388439828,3.31482920131189e-12
